party,Locality_name,Locality_symbol,Can_vote,voters,Proper_votes,number_of_votes,hebrew_party_name,english_party_name,year
כן,שחר,7,391,283,283,121,קדימה,kadima,2009
כן,גני יוחנן,862,464,319,318,136,קדימה,kadima,2009
כן,אל סייד,1359,187,64,62,2,קדימה,kadima,2009
כן,גבע,86,477,371,371,125,קדימה,kadima,2009
כן,תמרת,1244,1245,926,916,347,קדימה,kadima,2009
כן,עין הבשור,1240,572,448,448,176,קדימה,kadima,2009
כן,בת שלמה,33,330,239,237,88,קדימה,kadima,2009
כן,אשל הנשיא,2021,93,58,58,16,קדימה,kadima,2009
כן,שדרות,1031,15967,8382,8223,956,קדימה,kadima,2009
כן,ראש פינה,26,1954,1323,1310,479,קדימה,kadima,2009
כן,מקווה ישראל,22,188,127,124,30,קדימה,kadima,2009
כן,סואעד (חמרייה),942,82,50,49,4,קדימה,kadima,2009
כן,ח'ואלד (שבט),986,150,58,56,1,קדימה,kadima,2009
כן,אבשלום,1311,143,93,89,5,קדימה,kadima,2009
כן,גינתון,863,507,405,403,186,קדימה,kadima,2009
כן,בלפוריה,94,243,177,176,67,קדימה,kadima,2009
כן,עין חרוד (איחוד),89,543,387,384,158,קדימה,kadima,2009
כן,סלמה,1245,1484,622,605,55,קדימה,kadima,2009
כן,צור יצחק,1345,77,70,69,31,קדימה,kadima,2009
כן,ערב אל נעים,1335,270,85,77,1,קדימה,kadima,2009
כן,להב,2023,341,239,239,51,קדימה,kadima,2009
כן,קרית מלאכי,1034,15106,8519,8346,1187,קדימה,kadima,2009
כן,שדות מיכה,27,252,162,160,11,קדימה,kadima,2009
כן,אמציה,23,258,192,192,29,קדימה,kadima,2009
כן,בסמת טבעון,944,3908,1284,1240,45,קדימה,kadima,2009
כן,ראס עלי,990,269,164,161,3,קדימה,kadima,2009
כן,פוריה עילית,1313,499,329,325,102,קדימה,kadima,2009
כן,בקוע,864,355,266,264,59,קדימה,kadima,2009
כן,בית אלפא,95,537,358,356,89,קדימה,kadima,2009
כן,חפצי-בה,90,381,259,258,76,קדימה,kadima,2009
כן,עראמשה,1246,801,321,293,28,קדימה,kadima,2009
כן,קצר א-סר,1347,397,258,257,0,קדימה,kadima,2009
כן,שמשית,1337,1250,1026,1022,463,קדימה,kadima,2009
כן,אום אל-קוטוף,2024,499,298,295,1,קדימה,kadima,2009
כן,נצאצרה (שבט),1041,246,58,56,0,קדימה,kadima,2009
כן,מזכרת בתיה,28,6707,4791,4752,1705,קדימה,kadima,2009
כן,לכיש,24,402,334,332,99,קדימה,kadima,2009
כן,הוזייל (שבט),956,750,100,99,0,קדימה,kadima,2009
כן,חמאם,993,824,343,325,21,קדימה,kadima,2009
כן,נווה זיו,1314,333,242,239,89,קדימה,kadima,2009
כן,שיבולים,865,240,174,172,14,קדימה,kadima,2009
כן,יגור,96,1223,871,866,221,קדימה,kadima,2009
כן,גיניגר,92,441,299,296,86,קדימה,kadima,2009
כן,חריש,1247,2243,1524,1506,444,קדימה,kadima,2009
כן,ביר הדאג',1348,103,51,48,0,קדימה,kadima,2009
כן,גבעות בר,1344,108,82,82,29,קדימה,kadima,2009
כן,ירדנה,2026,270,161,159,28,קדימה,kadima,2009
כן,גיזו,1043,120,86,86,17,קדימה,kadima,2009
כן,יסוד המעלה,29,989,678,670,264,קדימה,kadima,2009
כן,טובא-זנגריה,962,3261,1164,1121,68,קדימה,kadima,2009
כן,עוקבי (בנו עוקבה),957,175,58,57,2,קדימה,kadima,2009
כן,מנשית זבדה,994,563,331,327,43,קדימה,kadima,2009
כן,מתן,1315,1841,1477,1463,652,קדימה,kadima,2009
כן,יטבתה,866,596,364,361,111,קדימה,kadima,2009
כן,מרחביה (מושב),97,500,388,387,144,קדימה,kadima,2009
כן,אמנון,1253,226,134,133,34,קדימה,kadima,2009
כן,הרדוף,1249,270,202,202,35,קדימה,kadima,2009
כן,דריג'את,1349,274,199,184,11,קדימה,kadima,2009
כן,חצור הגלילית,2034,6463,3931,3898,356,קדימה,kadima,2009
כן,מדרך עוז,2029,394,265,264,63,קדימה,kadima,2009
כן,שתולה,1045,191,122,122,24,קדימה,kadima,2009
כן,אופקים,31,17314,10177,10027,915,קדימה,kadima,2009
כן,אעצם (שבט),963,2965,867,837,8,קדימה,kadima,2009
כן,אסד (שבט),960,289,33,28,0,קדימה,kadima,2009
כן,רומת הייב,997,967,262,258,27,קדימה,kadima,2009
כן,דמיידה,1317,218,115,113,4,קדימה,kadima,2009
כן,אלוני יצחק,868,116,22,22,6,קדימה,kadima,2009
כן,"כפר מל""ל",98,283,222,222,93,קדימה,kadima,2009
כן,נטף,1254,277,202,202,62,קדימה,kadima,2009
כן,עין תמר,1251,115,78,78,41,קדימה,kadima,2009
כן,אום בטין,1358,423,211,199,0,קדימה,kadima,2009
כן,עדנים,2035,284,218,216,94,קדימה,kadima,2009
כן,מנוחה,2030,279,183,181,13,קדימה,kadima,2009
כן,אוהד,1046,222,154,153,41,קדימה,kadima,2009
כן,עוצם,32,382,256,255,4,קדימה,kadima,2009
כן,קודייראת א-צאנע(ש,964,931,192,191,4,קדימה,kadima,2009
כן,אבו רוקייק (שבט),961,3393,678,654,2,קדימה,kadima,2009
כן,ביר אל-מכסור,998,4566,1249,1217,107,קדימה,kadima,2009
כן,בת חפר,1319,3108,2338,2324,1048,קדימה,kadima,2009
כן,גבעת השלושה,870,408,295,291,86,קדימה,kadima,2009
כן,מצפה רמון,99,3359,1889,1840,285,קדימה,kadima,2009
כן,לוטן,1255,132,84,83,37,קדימה,kadima,2009
כן,כורזים,1252,338,239,237,95,קדימה,kadima,2009
כן,כפר הנוער הדתי,890,63,32,32,0,קדימה,kadima,2009
כן,ברקת,2038,725,591,583,3,קדימה,kadima,2009
כן,בית חלקיה,2033,283,229,225,1,קדימה,kadima,2009
כן,חזון,1047,279,205,205,9,קדימה,kadima,2009
כן,ראס אל-עין,1334,169,100,95,7,קדימה,kadima,2009
כן,אטרש (שבט),965,1228,159,150,5,קדימה,kadima,2009
כן,שריד,126,628,422,420,144,קדימה,kadima,2009
כן,מבשרת ציון,1015,17495,11982,11892,3325,קדימה,kadima,2009
כן,עין חוד,1320,113,46,45,0,קדימה,kadima,2009
כן,עינת,871,438,344,341,128,קדימה,kadima,2009
כן,מאיר שפיה,102,95,40,40,15,קדימה,kadima,2009
כן,אשרת,1256,325,216,212,68,קדימה,kadima,2009
כן,שוהם,1304,11110,8782,8726,3149,קדימה,kadima,2009
כן,כסלון,859,230,154,151,5,קדימה,kadima,2009
כן,עין גדי,2042,438,282,281,117,קדימה,kadima,2009
כן,תל שבע,1054,5808,2155,2068,79,קדימה,kadima,2009
כן,בית חשמונאי,1050,1030,775,770,244,קדימה,kadima,2009
כן,דבירה,849,327,242,240,89,קדימה,kadima,2009
כן,אבו רובייעה (שבט),966,2530,497,475,6,קדימה,kadima,2009
כן,רמת רחל,127,311,226,223,82,קדימה,kadima,2009
כן,אור עקיבא,1020,13704,7036,6913,1047,קדימה,kadima,2009
כן,ח'ואלד,1321,197,112,106,4,קדימה,kadima,2009
כן,גאולי תימן,872,265,204,202,42,קדימה,kadima,2009
כן,תל עדשים,103,560,460,455,161,קדימה,kadima,2009
כן,חנתון,1257,195,132,131,63,קדימה,kadima,2009
כן,אלעד,1309,14040,11600,11549,23,קדימה,kadima,2009
כן,שדה אליעזר,861,496,328,324,103,קדימה,kadima,2009
כן,בחן,2043,267,181,180,73,קדימה,kadima,2009
כן,שדה ניצן,1058,336,192,192,59,קדימה,kadima,2009
כן,תלמי אליהו,1051,221,115,111,23,קדימה,kadima,2009
כן,אחיטוב,850,600,403,402,152,קדימה,kadima,2009
כן,אבו ג'ווייעד (שבט,967,1155,398,396,1,קדימה,kadima,2009
כן,גת רימון,128,178,133,131,57,קדימה,kadima,2009
כן,חרוצים,1024,549,368,367,123,קדימה,kadima,2009
כן,בת הדר,1323,297,194,192,60,קדימה,kadima,2009
כן,שלווה,873,353,224,223,4,קדימה,kadima,2009
כן,מזרע,104,665,467,465,119,קדימה,kadima,2009
כן,מסד,1258,344,246,243,82,קדימה,kadima,2009
כן,לפיד,1310,1342,1054,1047,423,קדימה,kadima,2009
כן,שער העמקים,237,536,408,404,120,קדימה,kadima,2009
כן,מלילות,2044,212,143,142,8,קדימה,kadima,2009
כן,כסיפה,1059,5138,1863,1824,27,קדימה,kadima,2009
כן,קטורה,1052,409,204,201,75,קדימה,kadima,2009
כן,ניצני עוז,851,568,413,409,169,קדימה,kadima,2009
כן,שער הגולן,264,501,369,369,127,קדימה,kadima,2009
כן,משמר העמק,130,801,592,591,195,קדימה,kadima,2009
כן,ניצני סיני,1280,368,215,214,82,קדימה,kadima,2009
כן,"בסמ""ה",1326,4408,2280,2224,25,קדימה,kadima,2009
כן,מגדל העמק,874,19674,11628,11400,1942,קדימה,kadima,2009
כן,כפר גדעון,106,146,99,99,4,קדימה,kadima,2009
כן,נווה שלום,1259,139,110,109,4,קדימה,kadima,2009
כן,נווה מבטח,827,451,313,312,135,קדימה,kadima,2009
כן,גן חיים,239,494,393,391,162,קדימה,kadima,2009
כן,נחלה,2045,330,219,216,28,קדימה,kadima,2009
כן,לקיה,1060,4516,2013,1963,4,קדימה,kadima,2009
כן,גבעת אבני,1293,1413,988,986,345,קדימה,kadima,2009
כן,גונן,852,331,204,203,73,קדימה,kadima,2009
כן,בית יוסף,265,290,172,172,11,קדימה,kadima,2009
כן,כפר ברוך,132,251,177,175,78,קדימה,kadima,2009
כן,מירב,1282,210,186,186,3,קדימה,kadima,2009
כן,מעלה עירון,1327,6907,3103,3056,33,קדימה,kadima,2009
כן,בית חירות,877,486,390,385,189,קדימה,kadima,2009
כן,כפר סילבר,107,98,61,61,21,קדימה,kadima,2009
כן,כפר ורדים,1263,4205,3071,3059,1364,קדימה,kadima,2009
כן,ישרש,828,573,398,397,106,קדימה,kadima,2009
כן,יקנעם עילית,240,13517,8847,8724,2357,קדימה,kadima,2009
כן,סגולה,2046,336,240,239,102,קדימה,kadima,2009
כן,נצרת עילית,1061,39340,21178,20562,3623,קדימה,kadima,2009
כן,אור הגנוז,1294,153,100,100,0,קדימה,kadima,2009
כן,גאליה,853,763,567,564,274,קדימה,kadima,2009
כן,כפר שמריהו,267,1643,1085,1072,528,קדימה,kadima,2009
כן,גבת,133,610,465,463,162,קדימה,kadima,2009
כן,תל תאומים,1283,222,133,133,10,קדימה,kadima,2009
כן,אחוזת ברק,1330,896,682,678,256,קדימה,kadima,2009
כן,עין שריד,880,840,599,592,224,קדימה,kadima,2009
כן,כפר חסידים א',112,484,363,357,95,קדימה,kadima,2009
כן,כרמי יוסף,1264,1406,1064,1060,462,קדימה,kadima,2009
כן,מבטחים,829,344,200,199,26,קדימה,kadima,2009
כן,יקנעם (מושבה),241,911,678,675,309,קדימה,kadima,2009
כן,ניר משה,2047,310,206,205,78,קדימה,kadima,2009
כן,מעלות-תרשיחא,1063,16629,10353,10027,1166,קדימה,kadima,2009
כן,יאנוח-ג'ת,1295,3344,2023,1998,432,קדימה,kadima,2009
כן,רחוב,854,251,172,170,23,קדימה,kadima,2009
כן,טירת צבי,268,500,391,389,27,קדימה,kadima,2009
כן,יפעת,134,662,461,456,128,קדימה,kadima,2009
כן,נופית,1284,1678,1359,1355,652,קדימה,kadima,2009
כן,כמאנה,1331,750,407,389,58,קדימה,kadima,2009
כן,שדה בוקר,885,408,276,276,80,קדימה,kadima,2009
כן,אדירים,113,196,154,153,5,קדימה,kadima,2009
כן,שומריה,1265,239,205,204,0,קדימה,kadima,2009
כן,ירוחם,831,6028,3393,3315,401,קדימה,kadima,2009
כן,בית השיטה,242,910,625,623,149,קדימה,kadima,2009
כן,ניר עקיבא,2048,218,154,154,34,קדימה,kadima,2009
כן,אמירים,1064,424,299,297,104,קדימה,kadima,2009
כן,כסרא-סמיע,1296,4026,2732,2688,174,קדימה,kadima,2009
כן,שעלבים,856,389,338,338,2,קדימה,kadima,2009
כן,מולדת,269,629,472,471,214,קדימה,kadima,2009
כן,רמת דוד,135,388,238,236,87,קדימה,kadima,2009
כן,כרכום,1285,403,288,288,122,קדימה,kadima,2009
כן,חוסנייה,1332,329,191,185,0,קדימה,kadima,2009
כן,"כפר הרי""ף",888,463,353,352,152,קדימה,kadima,2009
כן,חופית,115,692,515,512,236,קדימה,kadima,2009
כן,מיתר,1268,5076,3730,3717,1306,קדימה,kadima,2009
כן,גנות,836,333,244,243,108,קדימה,kadima,2009
כן,נתיבות,246,16470,11034,10891,523,קדימה,kadima,2009
כן,שדה צבי,2049,223,155,150,28,קדימה,kadima,2009
כן,זמרת,1065,228,179,179,0,קדימה,kadima,2009
כן,כפר חנניה,1297,274,204,202,56,קדימה,kadima,2009
כן,כפר אביב,857,488,379,379,165,קדימה,kadima,2009
כן,עין השופט,270,771,492,487,132,קדימה,kadima,2009
כן,עין שמר,139,592,415,410,129,קדימה,kadima,2009
כן,שגב-שלום,1286,2644,1209,1163,12,קדימה,kadima,2009
כן,נוף איילון,1333,1162,1000,999,5,קדימה,kadima,2009
כן,כפר חסידים ב',889,125,92,91,22,קדימה,kadima,2009
כן,רמת ישי,122,4469,3256,3249,1350,קדימה,kadima,2009
כן,להבים,1271,4134,3035,3028,1202,קדימה,kadima,2009
כן,עזריאל,837,435,338,335,28,קדימה,kadima,2009
כן,רשפון,247,781,590,588,271,קדימה,kadima,2009
כן,"תלמי ביל""ו",2050,258,152,150,20,קדימה,kadima,2009
כן,"בני עי""ש",1066,5589,3729,3632,445,קדימה,kadima,2009
כן,חורה,1303,4300,1254,1190,13,קדימה,kadima,2009
כן,נווה ירק,858,748,606,603,308,קדימה,kadima,2009
כן,מעוז חיים,272,438,283,283,82,קדימה,kadima,2009
כן,כפר יהושע,140,562,457,454,184,קדימה,kadima,2009
כן,שני,1287,334,177,177,24,קדימה,kadima,2009
כן,בית רבן,848,233,166,166,0,קדימה,kadima,2009
כן,שדה נחום,259,251,165,165,77,קדימה,kadima,2009
כן,תאשור,2062,218,156,156,56,קדימה,kadima,2009
כן,חלוץ,1272,228,156,156,71,קדימה,kadima,2009
כן,פדיה,838,429,302,302,74,קדימה,kadima,2009
כן,בית שערים,248,501,379,376,150,קדימה,kadima,2009
כן,רווחה,2051,372,264,262,11,קדימה,kadima,2009
כן,"דוב""ב",1067,324,198,197,16,קדימה,kadima,2009
כן,כוכב מיכאל,824,532,371,368,179,קדימה,kadima,2009
כן,ביצרון,234,718,577,576,315,קדימה,kadima,2009
כן,עין גב,273,447,295,293,126,קדימה,kadima,2009
כן,ברק,141,250,165,165,66,קדימה,kadima,2009
כן,גבעת אלה,1288,1358,952,948,419,קדימה,kadima,2009
כן,חיבת ציון,219,376,295,294,89,קדימה,kadima,2009
כן,גינוסר,262,460,288,287,135,קדימה,kadima,2009
כן,דישון,2063,292,207,206,29,קדימה,kadima,2009
כן,גן נר,1274,1577,1087,1080,405,קדימה,kadima,2009
כן,פתחיה,839,564,393,391,100,קדימה,kadima,2009
כן,כפר סירקין,249,756,600,597,291,קדימה,kadima,2009
כן,אביטל,2052,374,263,261,21,קדימה,kadima,2009
כן,אדמית,1068,230,103,102,23,קדימה,kadima,2009
כן,נס הרים,825,439,281,277,48,קדימה,kadima,2009
כן,חבצלת השרון,235,337,233,232,82,קדימה,kadima,2009
כן,כפר מנחם,274,628,455,452,131,קדימה,kadima,2009
כן,שדה יעקב,142,402,330,330,30,קדימה,kadima,2009
כן,זמר,1290,3342,1689,1655,8,קדימה,kadima,2009
כן,כפר ביאליק,220,411,278,277,97,קדימה,kadima,2009
כן,מסדה,263,240,155,155,56,קדימה,kadima,2009
כן,זרועה,2064,182,112,111,10,קדימה,kadima,2009
כן,אבטליון,1275,170,133,133,68,קדימה,kadima,2009
כן,כיסופים,840,229,133,133,37,קדימה,kadima,2009
כן,הזורע,250,867,583,580,251,קדימה,kadima,2009
כן,פרזון,2053,284,172,170,14,קדימה,kadima,2009
כן,רם-און,1069,478,398,397,168,קדימה,kadima,2009
כן,עוזה,826,396,247,244,5,קדימה,kadima,2009
כן,יקיר,3647,639,531,531,3,קדימה,kadima,2009
כן,צור משה,276,1462,1176,1167,576,קדימה,kadima,2009
כן,בית זרע,143,569,378,377,119,קדימה,kadima,2009
כן,ג'דיידה-מכר,1292,10566,5118,5047,23,קדימה,kadima,2009
כן,עין עירון,223,334,248,247,128,קדימה,kadima,2009
כן,חרמש,3717,154,88,86,26,קדימה,kadima,2009
כן,טירת כרמל,2100,15610,8844,8692,1870,קדימה,kadima,2009
כן,בן שמן (כפר נוער),1084,246,171,171,65,קדימה,kadima,2009
כן,אלישמע,841,655,451,445,128,קדימה,kadima,2009
כן,ביתן אהרן,252,139,90,90,42,קדימה,kadima,2009
כן,מיטב,2054,326,217,215,22,קדימה,kadima,2009
כן,אביעזר,1070,352,248,243,46,קדימה,kadima,2009
כן,משמר השרון,194,445,291,289,45,קדימה,kadima,2009
כן,מתתיהו,3648,215,175,174,1,קדימה,kadima,2009
כן,אושה,278,324,212,211,74,קדימה,kadima,2009
כן,גן שלמה,144,368,278,277,105,קדימה,kadima,2009
כן,חבר,1110,215,134,133,41,קדימה,kadima,2009
כן,שושנת העמקים (רסק,224,444,267,261,95,קדימה,kadima,2009
כן,תלם,3719,90,69,68,11,קדימה,kadima,2009
כן,דימונה,2200,26057,12398,12092,1934,קדימה,kadima,2009
כן,כרם שלום,1085,76,28,28,9,קדימה,kadima,2009
כן,געש,842,521,389,388,102,קדימה,kadima,2009
כן,חולתה,253,367,270,267,77,קדימה,kadima,2009
כן,מאור,2055,605,442,439,153,קדימה,kadima,2009
כן,נווה מיכאל,1071,275,179,178,21,קדימה,kadima,2009
כן,קדימה-צורן,195,10626,7615,7541,2952,קדימה,kadima,2009
כן,שקד,3649,394,293,290,78,קדימה,kadima,2009
כן,חניתה,280,549,333,331,120,קדימה,kadima,2009
כן,גדיש,145,265,174,172,18,קדימה,kadima,2009
כן,יודפת,1112,348,267,267,109,קדימה,kadima,2009
כן,גן השומרון,225,515,375,372,171,קדימה,kadima,2009
כן,שערי תקווה,3720,2747,2102,2083,350,קדימה,kadima,2009
כן,קרית טבעון,2300,12233,8355,8298,3174,קדימה,kadima,2009
כן,כרם יבנה (ישיבה),1094,173,152,152,0,קדימה,kadima,2009
כן,מרגליות,843,288,154,151,42,קדימה,kadima,2009
כן,כפר המכבי,254,264,177,177,79,קדימה,kadima,2009
כן,שדי תרומות,2057,316,176,176,10,קדימה,kadima,2009
כן,גן הדרום,1072,287,225,224,81,קדימה,kadima,2009
כן,גיבתון,196,221,173,173,58,קדימה,kadima,2009
כן,אפרת,3650,4928,3823,3811,45,קדימה,kadima,2009
כן,פקיעין חדשה,281,245,171,170,17,קדימה,kadima,2009
כן,דבורה,146,234,141,141,57,קדימה,kadima,2009
כן,צור הדסה,1113,2643,1970,1956,600,קדימה,kadima,2009
כן,גני תקווה,229,9699,6982,6925,2184,קדימה,kadima,2009
כן,אשכולות,3722,244,196,191,39,קדימה,kadima,2009
כן,אור יהודה,2400,24705,14234,13963,3168,קדימה,kadima,2009
כן,כפר מימון,1095,362,316,316,10,קדימה,kadima,2009
כן,נחל עוז,844,284,179,179,65,קדימה,kadima,2009
כן,כפר חיטים,255,390,265,264,88,קדימה,kadima,2009
כן,"פעמי תש""ז",2059,259,171,169,20,קדימה,kadima,2009
כן,גבעת שפירא,1077,159,116,116,46,קדימה,kadima,2009
כן,מעברות,197,721,554,549,160,קדימה,kadima,2009
כן,מעלה מכמש,3651,612,514,511,5,קדימה,kadima,2009
כן,שבי ציון,282,650,443,441,205,קדימה,kadima,2009
כן,גבעת ברנר,147,1312,894,885,213,קדימה,kadima,2009
כן,שריגים (לי-און),1114,606,426,426,150,קדימה,kadima,2009
כן,מעש,230,618,479,477,197,קדימה,kadima,2009
כן,פני חבר,3723,133,108,108,0,קדימה,kadima,2009
כן,נשר,2500,17865,11112,10927,2979,קדימה,kadima,2009
כן,מרכז שפירא,1098,1179,975,967,12,קדימה,kadima,2009
כן,כפר עזה,845,619,450,450,293,קדימה,kadima,2009
כן,ניר דוד (תל עמל),256,538,404,401,144,קדימה,kadima,2009
כן,ברוש,2060,184,123,122,17,קדימה,kadima,2009
כן,צפרירים,1079,247,155,152,43,קדימה,kadima,2009
כן,צופית,198,694,550,548,214,קדימה,kadima,2009
כן,בית אריה,3652,2399,1762,1749,359,קדימה,kadima,2009
כן,שדה ורבורג,284,773,598,593,281,קדימה,kadima,2009
כן,תל מונד,154,6768,4890,4852,1919,קדימה,kadima,2009
כן,אביבים,1115,314,205,204,4,קדימה,kadima,2009
כן,שפיים,232,815,618,617,199,קדימה,kadima,2009
כן,נווה דניאל,3725,939,779,777,5,קדימה,kadima,2009
כן,באר יעקב,2530,5786,3627,3573,1023,קדימה,kadima,2009
כן,צוקי ים,1102,136,101,101,40,קדימה,kadima,2009
כן,שפר,846,212,125,124,21,קדימה,kadima,2009
כן,נופך,257,257,188,188,66,קדימה,kadima,2009
כן,תדהר,2061,183,106,106,22,קדימה,kadima,2009
כן,מבועים,1080,674,454,447,114,קדימה,kadima,2009
כן,אשדות יעקב  (איחו,199,464,322,320,116,קדימה,kadima,2009
כן,מעלה עמוס,3653,170,108,107,0,קדימה,kadima,2009
כן,אלונים,285,500,350,346,119,קדימה,kadima,2009
כן,באר טוביה,155,563,456,456,163,קדימה,kadima,2009
כן,בר גיורא,823,325,235,232,31,קדימה,kadima,2009
כן,כפר ידידיה,233,439,357,355,161,קדימה,kadima,2009
כן,נוקדים,3726,524,379,375,3,קדימה,kadima,2009
כן,גדרה,2550,11601,7828,7736,2427,קדימה,kadima,2009
כן,גני הדר,1103,191,144,144,75,קדימה,kadima,2009
כן,גני עם,218,187,151,151,73,קדימה,kadima,2009
כן,ענב,3712,362,278,277,3,קדימה,kadima,2009
כן,אחיהוד,785,454,333,329,28,קדימה,kadima,2009
כן,אבן מנחם,1081,240,181,176,11,קדימה,kadima,2009
כן,בית ינאי,200,281,190,186,86,קדימה,kadima,2009
כן,ברקן,3654,941,694,691,116,קדימה,kadima,2009
כן,מעלה החמישה,286,399,235,233,86,קדימה,kadima,2009
כן,עיינות,156,65,34,34,10,קדימה,kadima,2009
כן,הדר עם,191,390,295,293,138,קדימה,kadima,2009
כן,גבעון החדשה,3644,864,615,606,143,קדימה,kadima,2009
כן,עלי זהב,3727,451,337,335,17,קדימה,kadima,2009
כן,ערד,2560,20293,10972,10739,2433,קדימה,kadima,2009
כן,פוריה - כפר עבודה,1104,201,134,130,32,קדימה,kadima,2009
כן,אלעזר,3618,841,725,723,3,קדימה,kadima,2009
כן,נעמי,3713,95,61,61,29,קדימה,kadima,2009
כן,כפר זיתים,786,345,218,213,28,קדימה,kadima,2009
כן,מעגלים,1082,664,469,469,12,קדימה,kadima,2009
כן,בית עובד,202,259,192,191,83,קדימה,kadima,2009
כן,"ניל""י",3655,564,444,440,97,קדימה,kadima,2009
כן,תל יצחק,287,634,520,501,262,קדימה,kadima,2009
כן,עין ורד,157,818,656,650,283,קדימה,kadima,2009
כן,כפר החורש,192,407,298,295,99,קדימה,kadima,2009
כן,בית הערבה,3645,50,36,36,11,קדימה,kadima,2009
כן,גבעת זאב,3730,7663,5314,5262,895,קדימה,kadima,2009
כן,אילת,2600,44156,17841,17624,6246,קדימה,kadima,2009
כן,פוריה - נווה עובד,1105,737,454,453,72,קדימה,kadima,2009
כן,רועי,3619,175,130,130,37,קדימה,kadima,2009
כן,עלמון,3715,539,400,399,71,קדימה,kadima,2009
כן,גבעת יערים,787,703,518,514,99,קדימה,kadima,2009
כן,תושיה,1083,152,134,132,0,קדימה,kadima,2009
כן,אלישיב,204,387,305,299,74,קדימה,kadima,2009
כן,כרמל,3656,234,196,196,1,קדימה,kadima,2009
כן,בית יהושע,288,588,477,476,222,קדימה,kadima,2009
כן,נען,158,1097,788,782,248,קדימה,kadima,2009
כן,כפר חיים,193,413,318,316,117,קדימה,kadima,2009
כן,ברכיה,746,612,482,478,25,קדימה,kadima,2009
כן,טנא,3743,375,271,271,101,קדימה,kadima,2009
כן,בית שמש,2610,38591,23790,23471,1449,קדימה,kadima,2009
כן,אומן,1108,262,148,147,23,קדימה,kadima,2009
כן,נירן,3620,55,43,43,0,קדימה,kadima,2009
כן,קוממיות,766,222,124,122,0,קדימה,kadima,2009
כן,זיתן,788,687,543,540,67,קדימה,kadima,2009
כן,ניר אליהו,808,345,244,243,99,קדימה,kadima,2009
כן,חגלה,205,391,327,324,109,קדימה,kadima,2009
כן,מעון,3657,192,151,150,0,קדימה,kadima,2009
כן,עין המפרץ,289,640,469,469,131,קדימה,kadima,2009
כן,בית חנן,159,473,355,353,168,קדימה,kadima,2009
כן,ראש צורים,3602,306,263,263,1,קדימה,kadima,2009
כן,בית שקמה,747,466,269,266,26,קדימה,kadima,2009
כן,מצדות יהודה,3745,240,203,201,0,קדימה,kadima,2009
כן,קרית אונו,2620,23408,16370,16216,5911,קדימה,kadima,2009
כן,זרחיה,818,388,280,278,8,קדימה,kadima,2009
כן,מעלה שומרון,3637,410,302,301,13,קדימה,kadima,2009
כן,פורת,767,697,385,378,24,קדימה,kadima,2009
כן,רנן,789,311,174,174,70,קדימה,kadima,2009
כן,נחם,809,353,246,245,19,קדימה,kadima,2009
כן,רמות השבים,206,921,696,690,342,קדימה,kadima,2009
כן,עטרת,3658,227,200,199,0,קדימה,kadima,2009
כן,מעין צבי,290,539,364,359,125,קדימה,kadima,2009
כן,חולדה,160,289,210,210,81,קדימה,kadima,2009
כן,הר גילה,3603,344,258,255,73,קדימה,kadima,2009
כן,מסלול,748,308,212,211,60,קדימה,kadima,2009
כן,קרית נטפים,3746,269,218,216,1,קדימה,kadima,2009
כן,קרית גת,2630,37341,22667,22236,3333,קדימה,kadima,2009
כן,אביגדור,819,533,405,403,171,קדימה,kadima,2009
כן,כפר אדומים,3638,1467,1187,1183,73,קדימה,kadima,2009
כן,כרמיה,768,424,270,266,93,קדימה,kadima,2009
כן,משען,791,540,358,353,59,קדימה,kadima,2009
כן,עופר,810,309,235,230,64,קדימה,kadima,2009
כן,"גבעת ח""ן",207,308,243,243,105,קדימה,kadima,2009
כן,פסגות,3659,852,740,736,2,קדימה,kadima,2009
כן,שרונה,292,392,304,299,139,קדימה,kadima,2009
כן,חירות,162,774,656,652,281,קדימה,kadima,2009
כן,אלון שבות,3604,1761,1457,1445,6,קדימה,kadima,2009
כן,פטיש,749,503,350,346,31,קדימה,kadima,2009
כן,דולב,3747,603,503,503,2,קדימה,kadima,2009
כן,ראש העין,2640,26156,18111,17894,4411,קדימה,kadima,2009
כן,חלץ,820,351,226,226,29,קדימה,kadima,2009
כן,ורד יריחו,3639,161,109,109,27,קדימה,kadima,2009
כן,ניר עציון,769,406,281,278,18,קדימה,kadima,2009
כן,נתיב השיירה,792,384,283,280,54,קדימה,kadima,2009
כן,יכיני,811,390,267,262,23,קדימה,kadima,2009
כן,מוצא עילית,208,625,411,409,133,קדימה,kadima,2009
כן,עמנואל,3660,1678,1114,1100,4,קדימה,kadima,2009
כן,שדה יואב,293,213,153,151,60,קדימה,kadima,2009
כן,תימורים,163,536,399,399,210,קדימה,kadima,2009
כן,משואה,3605,136,86,86,25,קדימה,kadima,2009
כן,פדויים,750,253,155,152,16,קדימה,kadima,2009
כן,עתניאל,3748,339,274,274,0,קדימה,kadima,2009
כן,רמת השרון,2650,32738,23007,22851,9344,קדימה,kadima,2009
כן,אחוזם,821,339,242,239,17,קדימה,kadima,2009
כן,קרני שומרון,3640,4540,3322,3283,154,קדימה,kadima,2009
כן,מבוא ביתר,771,279,180,179,56,קדימה,kadima,2009
כן,גבעתי,793,556,357,356,109,קדימה,kadima,2009
כן,שלומי,812,4490,2799,2745,616,קדימה,kadima,2009
