"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
760,20,"RL",NA,7154,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",88,"TA","TA","CBlock","Gd","TA","No","GLQ",1200,"Unf",0,78,1278,"GasA","Gd","Y","SBrkr",1295,0,0,1294,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1991,"RFn",2,496,"TA","TA","Y",112,51,0,0,0,0,NA,"GdWo",NA,0,6,2008,"WD","Normal",179200
761,20,"RL",NA,115148,"Pave",NA,"IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,5,1971,2002,"Gable","CompShg","Plywood","Plywood","Stone",351,"TA","TA","CBlock","Gd","TA","Gd","GLQ",1219,"Unf",0,424,1643,"GasA","TA","Y","SBrkr",1823,0,0,1824,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1971,"Unf",2,739,"TA","TA","Y",380,48,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",302000
762,20,"RL",70,7561,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1965,"Hip","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",504,"Unf",0,525,1029,"GasA","TA","Y","SBrkr",1340,0,0,1339,0,0,1,0,3,1,"TA",6,"Min1",0,NA,"Attchd",1958,"Unf",1,294,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,5,2009,"COD","Abnorml",139000
763,60,"RL",160,15622,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",10,5,1996,1996,"Hip","CompShg","Wd Sdng","ImStucc","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",2096,"Unf",0,300,2396,"GasA","Ex","Y","SBrkr",2412,2065,0,4476,1,0,3,1,4,1,"Ex",10,"Typ",2,"TA","Attchd",1996,"Fin",3,813,"TA","TA","Y",171,78,0,0,0,555,"Ex","MnPrv",NA,0,7,2007,"WD","Abnorml",745000
764,50,"RL",48,12823,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",1351,"Unf",0,83,1434,"GasA","Ex","Y","SBrkr",1517,631,0,2149,1,0,1,1,1,1,"Gd",6,"Typ",1,"Ex","Attchd",2003,"RFn",2,670,"TA","TA","Y",168,43,0,0,198,0,NA,NA,NA,0,8,2009,"WD","Abnorml",239686
765,20,"RL",63,17424,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",748,"Ex","TA","PConc","Ex","TA","No","GLQ",1904,"Unf",0,312,2216,"GasA","Ex","Y","SBrkr",2235,0,0,2234,1,0,2,0,1,1,"Ex",9,"Typ",1,"Gd","Attchd",2009,"Fin",3,1166,"TA","TA","Y",0,60,0,0,0,0,NA,NA,NA,0,7,2009,"New","Partial",501837
766,40,"RM",50,9101,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Feedr","1Fam","1Story",5,6,1930,1960,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,742,742,"GasA","TA","Y","FuseA",780,0,156,935,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1988,"Unf",1,308,"TA","TA","P",0,0,0,0,0,0,NA,NA,"Shed",600,8,2008,"WD","Normal",79500
768,20,"RL",90,14685,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,7,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",485,"BLQ",177,1496,2158,"GasA","Gd","Y","SBrkr",2195,0,0,2196,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1990,"RFn",3,701,"TA","TA","Y",84,70,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",271900
769,20,"RL",60,7023,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",1024,"Unf",0,108,1132,"GasA","Ex","Y","SBrkr",1131,0,0,1132,1,0,1,1,2,1,"Gd",5,"Typ",0,NA,"Attchd",2005,"Fin",2,451,"TA","TA","Y",252,64,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal",176000
771,20,"RL",48,12136,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",442,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1649,1649,"GasA","Ex","Y","SBrkr",1660,0,0,1661,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1998,"RFn",2,598,"TA","TA","Y",0,34,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal",224900
774,60,"FV",75,9802,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",400,"Unf",0,466,866,"GasA","Gd","Y","SBrkr",865,902,0,1768,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",2,603,"TA","TA","Y",0,108,0,0,0,0,NA,NA,NA,0,2,2008,"WD","Normal",226700
775,60,"RL",82,9429,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",673,"Gd","TA","PConc","Gd","TA","Mn","GLQ",1163,"Unf",0,89,1252,"GasA","Ex","Y","SBrkr",1269,1097,0,2365,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",1999,"RFn",3,856,"TA","TA","Y",0,128,0,0,180,0,NA,NA,NA,0,7,2009,"WD","Normal",337000
776,90,"RL",NA,18891,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","RRAe","Duplex","1.5Fin",5,5,1977,1977,"Shed","CompShg","Plywood","Plywood","None",1,"TA","TA","CBlock","Gd","TA","No","GLQ",498,"Rec",211,652,1361,"GasA","Ex","Y","SBrkr",1362,1259,0,2620,0,0,2,2,4,2,"TA",12,"Typ",1,"TA","BuiltIn",1977,"RFn",2,600,"TA","TA","N",155,24,145,0,0,0,NA,NA,"Gar2",8300,8,2007,"WD","Normal",190000
777,20,"RL",68,9018,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",560,"Unf",0,871,1431,"GasA","Ex","Y","SBrkr",1430,0,0,1431,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1999,"Fin",2,666,"TA","TA","Y",0,35,0,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal",192000
778,20,"RL",88,11395,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,2,2010,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",350,"Gd","TA","PConc","Ex","TA","Av","GLQ",1445,"Unf",0,411,1856,"GasA","Ex","Y","SBrkr",1855,0,0,1856,1,0,1,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd",2010,"Fin",3,834,"TA","TA","Y",113,0,0,0,0,0,NA,NA,NA,0,6,2010,"New","Partial",394432
779,80,"RL",72,7199,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,1976,1976,"Hip","CompShg","MetalSd","MetalSd","BrkFace",255,"TA","TA","CBlock","TA","TA","Av","ALQ",631,"Unf",0,410,1041,"GasA","Ex","Y","SBrkr",1124,0,0,1125,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd",1977,"Unf",1,352,"TA","TA","Y",296,0,0,0,0,0,NA,"GdWo",NA,0,10,2009,"WD","Abnorml",125000
780,20,"RL",89,10679,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,3,1951,1951,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",44,"TA","TA","CBlock","TA","Fa","No","LwQ",756,"Unf",0,1380,2136,"GasA","TA","N","FuseA",2137,0,0,2136,0,0,2,0,4,1,"TA",7,"Mod",0,NA,"Detchd",1951,"Unf",2,528,"TA","TA","Y",0,30,0,0,0,0,NA,"MnPrv",NA,0,10,2006,"WD","Normal",137900
782,20,"RL",70,8175,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",846,"Unf",0,210,1056,"GasA","Fa","Y","SBrkr",1057,0,0,1056,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1958,"RFn",1,308,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",139000
783,70,"RL",63,15575,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1915,1976,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",841,840,0,1680,0,0,2,0,4,1,"TA",8,"Typ",0,NA,"Attchd",1960,"Unf",1,308,"TA","TA","Y",0,0,160,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal",177000
785,60,"RL",149,12590,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,742,742,"GasA","Ex","Y","SBrkr",743,742,0,1484,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",2,390,"TA","TA","Y",36,24,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",174000
786,120,"RL",68,7819,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2007,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",362,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1869,1869,"GasA","Ex","Y","SBrkr",1868,0,0,1869,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2007,"RFn",2,617,"TA","TA","Y",210,54,0,0,0,0,NA,NA,NA,0,12,2007,"New","Partial",318061
787,60,"FV",NA,7501,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",533,"Unf",0,281,814,"GasA","Ex","Y","SBrkr",815,860,0,1674,1,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2000,"RFn",2,663,"TA","TA","Y",0,96,0,0,0,0,NA,NA,NA,0,1,2010,"WD","Normal",216000
791,60,"RL",NA,9635,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,808,808,"GasA","Gd","Y","SBrkr",809,785,0,1593,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1993,"RFn",2,389,"TA","TA","Y",342,40,0,0,0,0,NA,"MnPrv",NA,0,12,2009,"WD","Normal",178000
792,50,"RM",52,6239,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1931,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","LwQ",425,"Unf",0,459,884,"GasA","TA","Y","FuseA",958,408,0,1367,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1978,"Unf",1,560,"TA","TA","Y",0,0,0,0,120,0,NA,NA,NA,0,11,2007,"WD","Normal",127500
794,70,"RL",61,7258,"Pave",NA,"IR1","Lvl","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",774,"LwQ",150,104,1028,"GasA","Ex","Y","SBrkr",1437,884,0,2320,1,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Detchd",1945,"Unf",1,180,"TA","TA","Y",224,0,0,0,0,0,NA,"MnPrv",NA,0,7,2007,"WD","Normal",259500
796,60,"RL",NA,29960,"Pave",NA,"IR2","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,6,1994,1994,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",595,"Unf",0,378,973,"GasA","Ex","Y","SBrkr",980,871,0,1850,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",1994,"Fin",2,467,"TA","TA","Y",168,98,0,0,0,0,NA,NA,NA,0,1,2009,"WD","Normal",248000
797,45,"RL",60,9601,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Unf",5,7,1949,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",220,"Unf",0,625,845,"GasA","TA","Y","SBrkr",894,0,0,893,0,1,1,0,2,1,"Gd",4,"Typ",0,NA,"Detchd",1985,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",135000
799,75,"RM",65,8849,"Pave",NA,"IR1","Bnk","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1916,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,815,815,"GasA","Ex","Y","SBrkr",816,875,0,1690,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1916,"Unf",1,225,"TA","TA","Y",0,0,330,0,0,0,NA,NA,NA,0,7,2006,"ConLw","Normal",144000
806,20,"FV",62,7499,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1257,1257,"GasA","Ex","Y","SBrkr",1265,0,0,1266,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2005,"Unf",2,453,"TA","TA","Y",38,144,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal",176000
807,50,"RL",NA,13838,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1.5Fin",7,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","BrkFace",178,"Gd","Gd","PConc","Gd","Gd","No","GLQ",1002,"LwQ",202,0,1204,"GasA","Gd","Y","SBrkr",1378,806,0,2183,0,0,2,1,4,1,"Gd",9,"Typ",0,NA,"Attchd",1988,"Unf",3,786,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2006,"WD","Normal",229000
808,120,"RL",NA,4929,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",120,"Unf",0,958,1078,"GasA","TA","Y","SBrkr",959,0,0,958,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1977,"RFn",2,440,"TA","TA","Y",0,205,0,0,0,0,NA,NA,NA,0,2,2007,"WD","Normal",128000
810,50,"RL",80,17119,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1.5Fin",4,4,1959,1959,"Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1121,468,0,1588,0,0,2,0,4,1,"TA",7,"Min2",1,"Gd","Detchd",1991,"Fin",2,680,"TA","TA","N",0,59,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal",134432
811,20,"RM",49,8236,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","OldTown","Feedr","RRNn","1Fam","1Story",5,7,1955,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","LwQ",180,"Rec",645,0,825,"GasA","TA","Y","SBrkr",826,0,0,825,1,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1963,"RFn",2,720,"TA","TA","Y",140,50,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD","Normal",125000
813,40,"RM",40,5401,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,7,1926,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","TA","Mn","LwQ",370,"Unf",0,779,1149,"GasA","Gd","Y","FuseA",1150,467,0,1616,0,0,2,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",1926,"Unf",1,216,"TA","TA","Y",0,0,183,0,0,0,NA,NA,NA,0,10,2007,"WD","Normal",152000
814,180,"RM",21,1532,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",5,7,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",553,"Unf",0,77,630,"GasA","Ex","Y","SBrkr",629,0,0,630,1,0,1,0,1,1,"Ex",3,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,NA,NA,0,8,2006,"WD","Abnorml",92000
815,180,"RM",21,1595,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",462,"Unf",0,0,462,"GasA","TA","Y","SBrkr",527,462,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"BuiltIn",1973,"Unf",1,297,"TA","TA","Y",120,101,0,0,0,0,NA,"GdWo",NA,0,11,2009,"WD","Normal",91000
816,80,"RL",NA,10394,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",233,"TA","TA","CBlock","Gd","TA","Av","ALQ",605,"Unf",0,427,1032,"GasA","TA","Y","SBrkr",1033,0,0,1032,0,1,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Unf",2,564,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv","Shed",500,7,2007,"WD","Normal",148000
817,30,"RL",60,5401,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,691,691,"GasA","Ex","Y","FuseA",690,0,0,691,0,0,1,0,2,1,"Ex",4,"Typ",0,NA,"Detchd",1920,"Unf",1,216,"Fa","TA","N",0,20,94,0,0,0,NA,NA,NA,0,1,2007,"WD","Abnorml",86000
818,20,"RL",80,10401,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1970,1970,"Hip","CompShg","Plywood","Plywood","BrkFace",288,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1304,1304,"GasA","Gd","Y","SBrkr",1683,0,0,1682,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1970,"Unf",2,530,"TA","TA","Y",98,0,0,0,0,0,NA,"MnPrv",NA,0,5,2008,"WD","Normal",174000
819,20,"RL",75,9524,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1995,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1099,1099,"GasA","Ex","Y","SBrkr",1100,0,0,1099,0,0,1,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1999,"Unf",1,352,"TA","TA","Y",278,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal",144000
820,60,"RL",52,46588,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1994,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",528,"Gd","TA","PConc","Gd","Gd","No","GLQ",1361,"Rec",180,88,1629,"GasA","Ex","Y","SBrkr",1687,762,0,2448,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994,"RFn",3,711,"TA","TA","Y",517,76,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",402000
821,70,"RL",144,21383,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",5,6,1923,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Gd","GLQ",1309,"Unf",0,15,1324,"GasA","Ex","Y","SBrkr",1071,504,0,1576,2,0,1,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",1923,"RFn",2,528,"TA","TA","Y",0,312,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",223500
822,60,"RL",100,10838,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,926,926,"GasA","Ex","Y","SBrkr",927,678,0,1604,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1997,"Fin",2,470,"TA","TA","Y",0,36,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal",181000
823,30,"RM",153,4117,"Pave","Grvl","IR1","Bnk","AllPub","Corner","Mod","OldTown","Feedr","Norm","1Fam","1Story",4,4,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,693,693,"Grav","Fa","N","FuseA",694,0,0,693,0,0,1,0,2,1,"Fa",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,20,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal",52500
824,120,"RL",34,5000,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",166,"Gd","TA","PConc","Gd","TA","No","GLQ",904,"Unf",0,410,1314,"GasA","Ex","Y","SBrkr",1315,0,0,1314,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2008,"RFn",2,626,"TA","TA","Y",172,62,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",230000
825,120,"RL",48,6239,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",863,"Unf",0,461,1324,"GasA","Ex","Y","SBrkr",1325,0,0,1324,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"Fin",2,550,"TA","TA","Y",192,38,0,0,0,0,NA,NA,NA,0,12,2009,"WD","Normal",254000
827,20,"RL",NA,12969,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1962,1962,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",737,"Unf",0,175,912,"GasA","TA","Y","SBrkr",911,0,0,912,1,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1962,"Unf",1,352,"TA","TA","Y",140,0,0,0,176,0,NA,NA,NA,0,9,2008,"WD","Normal",144000
829,60,"RL",106,11195,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1406,1406,"GasA","Ex","Y","SBrkr",1453,482,0,1936,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2000,"RFn",2,504,"TA","TA","Y",188,124,0,0,0,0,NA,NA,NA,0,11,2006,"WD","Normal",230500
830,20,"RL",84,10085,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",196,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1528,1552,"GasA","Ex","Y","SBrkr",1553,0,0,1552,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",3,782,"TA","TA","Y",144,20,0,0,0,0,NA,NA,NA,0,7,2006,"New","Partial",212900
