"userid","age","dob_day","dob_year","dob_month","gender","tenure","friend_count","friendships_initiated","likes","likes_received","mobile_likes","mobile_likes_received","www_likes","www_likes_received"
1426023,17,28,1996,6,"male",461,202,126,0,1,0,1,0,0
1426037,32,12,1981,5,"male",617,103,72,0,0,0,0,0,0
1426052,49,5,1964,5,"male",142,29,11,21,20,0,3,21,17
1426059,27,13,1986,1,"female",334,154,93,109,77,0,6,109,71
1426085,19,4,1994,10,"male",168,51,34,14,68,14,2,0,66
1426098,33,17,1980,9,"female",257,80,61,10,15,0,1,10,14
1426099,79,14,1934,11,"female",631,41,33,91,8,0,2,91,6
1426103,17,1,1996,1,"female",605,1684,463,326,276,156,116,170,160
1426115,24,13,1989,2,"female",278,220,119,48,18,30,6,18,12
1426125,24,22,1989,10,"male",114,5,3,42,34,42,32,0,2
1426135,37,19,1976,8,"male",633,46,39,1,0,0,0,1,0
1426143,33,20,1980,4,"male",353,161,100,1,14,1,9,0,5
1426155,17,1,1996,1,"male",366,156,102,8,1,1,0,7,1
1426192,22,12,1991,10,"male",472,190,122,5,22,2,5,3,17
1426203,28,5,1985,5,"male",416,16,12,0,0,0,0,0,0
1426218,23,1,1990,1,"male",289,9,9,10,3,7,2,3,1
1426247,66,9,1947,12,"male",1515,82,36,0,4,0,1,0,3
1426254,18,10,1995,12,"male",110,115,103,2,0,1,0,1,0
1426275,27,27,1986,3,"female",36,44,21,450,78,450,26,0,52
1426317,21,3,1992,11,"male",614,24,20,3,1,3,1,0,0
1426326,46,28,1967,1,"male",1414,164,72,2,4,2,4,0,0
1426329,81,29,1932,6,"male",1461,26,16,6,3,0,1,6,2
1426330,55,25,1958,9,"female",185,75,50,8,26,0,15,8,11
1426339,18,12,1995,7,"male",496,150,119,0,17,0,16,0,1
1426347,16,18,1997,10,"male",327,31,9,8,4,0,0,8,4
1426349,13,2,2000,1,"female",176,551,403,265,492,173,223,92,269
1426353,21,8,1992,3,"male",262,22,18,2,0,2,0,0,0
1426368,103,23,1910,10,"female",1373,308,100,2,20,2,16,0,4
1426370,20,26,1993,3,"male",219,283,254,19,97,3,32,16,65
1426421,32,15,1981,7,"female",541,34,16,17,10,17,7,0,3
1426476,33,1,1980,1,"female",1558,31,11,1043,302,1042,140,1,162
1426478,56,17,1957,4,"male",90,12,9,9,8,9,3,0,5
1426482,18,1,1995,4,"male",97,15,12,0,0,0,0,0,0
1426483,32,2,1981,5,"male",401,81,59,18,27,16,22,2,5
1426490,42,3,1971,3,"male",263,4,1,0,0,0,0,0,0
1426506,19,23,1994,10,"male",85,96,44,48,109,43,63,5,46
1426524,14,14,1999,2,"male",143,295,272,49,14,49,8,0,6
1426563,16,5,1997,7,"female",533,230,118,131,67,57,56,74,11
1426576,34,13,1979,11,"female",852,259,181,530,409,184,247,346,162
1426610,19,11,1994,4,"male",178,109,79,1,31,1,23,0,8
1426668,28,31,1985,8,"female",30,233,221,96,29,96,16,0,13
1426724,30,3,1983,3,"female",508,149,141,0,0,0,0,0,0
1426743,24,24,1989,5,"male",325,205,11,46,455,20,354,26,101
1426745,108,16,1905,10,"male",182,475,465,0,0,0,0,0,0
1426764,21,23,1992,7,"male",405,130,13,0,1,0,1,0,0
1426793,24,5,1989,1,"female",503,23,5,0,1,0,0,0,1
1426794,50,20,1963,11,"male",356,88,54,50,4,49,0,1,4
1426795,28,26,1985,6,"male",802,0,0,0,0,0,0,0,0
1426814,24,7,1989,11,"female",401,70,12,0,0,0,0,0,0
1426852,24,30,1989,4,"male",44,59,36,636,570,636,462,0,108
1426875,41,4,1972,6,"male",362,28,17,0,0,0,0,0,0
1426876,43,19,1970,3,"male",121,0,0,0,0,0,0,0,0
1426900,33,16,1980,8,"male",13,6,4,0,0,0,0,0,0
1426906,23,10,1990,5,"male",443,45,34,0,0,0,0,0,0
1426914,47,15,1966,6,"male",610,31,17,1,0,1,0,0,0
1426936,17,14,1996,2,"male",808,297,188,1,0,0,0,1,0
1426945,26,5,1987,10,"male",318,66,49,1,0,1,0,0,0
1426955,34,25,1979,3,"female",329,74,55,2,13,2,13,0,0
1426965,17,10,1996,11,"male",36,169,142,461,162,461,76,0,86
1426969,21,24,1992,4,"male",819,86,40,0,0,0,0,0,0
1426973,43,20,1970,3,"female",108,14,8,124,3,124,3,0,0
1426978,15,29,1998,4,"male",181,199,103,173,23,173,21,0,2
1426981,63,11,1950,2,"female",216,69,41,578,133,578,54,0,79
1427003,41,6,1972,10,"male",288,8,7,1,7,1,5,0,2
1427016,15,6,1998,3,"female",349,195,61,181,285,121,194,60,91
1427019,16,4,1997,4,"male",602,423,234,19,58,19,54,0,4
1427034,20,21,1993,4,"male",530,185,118,216,147,216,134,0,13
1427065,18,15,1995,12,"female",2,19,15,93,102,0,14,93,88
1427071,33,26,1980,9,"male",75,63,53,7,10,7,4,0,6
1427073,67,13,1946,10,"male",322,75,28,8,20,4,12,4,8
1427083,18,5,1995,3,"male",356,374,319,0,0,0,0,0,0
1427092,108,28,1905,2,"male",1647,216,99,26,11,0,1,26,10
1427162,25,1,1988,1,"male",135,102,99,0,23,0,16,0,7
1427167,28,2,1985,12,"male",265,14,13,25,5,25,5,0,0
1427171,15,14,1998,1,"female",201,181,67,2084,364,2084,252,0,112
1427181,23,30,1990,4,"female",85,60,25,0,0,0,0,0,0
1427207,44,30,1969,7,"male",32,1,0,0,0,0,0,0,0
1427216,57,16,1956,12,"female",1259,79,52,132,32,18,11,114,21
1427232,16,19,1997,11,"male",657,206,58,112,9,112,8,0,1
1427233,50,1,1963,11,"male",452,22,6,3,2,0,0,3,2
1427286,39,25,1974,12,"female",186,73,31,1,2,1,2,0,0
1427300,17,13,1996,2,"female",169,32,15,2,2,2,2,0,0
1427308,26,17,1987,8,"male",818,498,429,5,1,5,1,0,0
1427343,49,3,1964,8,"male",393,8,6,0,0,0,0,0,0
1427355,108,6,1905,9,"female",1121,117,21,1,5,1,5,0,0
1427356,17,16,1996,5,"male",536,263,157,0,3,0,3,0,0
1427363,64,17,1949,10,"male",1286,166,69,4,23,4,21,0,2
1427376,48,10,1965,12,"female",638,40,27,113,67,113,57,0,10
1427378,67,6,1946,4,"female",551,25,10,0,0,0,0,0,0
1427426,103,1,1910,1,"female",1201,156,116,4,3,3,3,1,0
1427457,26,11,1987,5,"female",288,88,75,9,36,9,20,0,16
1427462,76,23,1937,12,"male",1566,106,45,117,45,117,12,0,33
1427463,40,23,1973,5,"male",680,140,79,0,64,0,28,0,36
1427488,29,21,1984,9,"male",1052,106,66,163,6,163,6,0,0
1427497,20,7,1993,12,"male",148,9,5,0,0,0,0,0,0
1427520,54,19,1959,2,"male",531,104,89,5,0,5,0,0,0
1427522,20,12,1993,9,"female",452,250,65,21,100,21,78,0,22
1427545,21,28,1992,12,"female",23,0,0,62,2,4,0,58,2
1427564,25,6,1988,4,"female",146,29,20,2,2,2,2,0,0
1427567,40,7,1973,9,"male",644,79,20,10,2,10,2,0,0
1427582,53,21,1960,5,"male",240,4,4,3,0,3,0,0,0
1427609,30,2,1983,11,"male",402,130,87,316,59,241,41,75,18
1427614,18,18,1995,2,"male",194,42,35,1,0,1,0,0,0
1427638,26,25,1987,8,"male",604,65,44,1,3,1,3,0,0
1427641,28,17,1985,4,"male",541,4,4,0,4,0,1,0,3
1427642,45,18,1968,11,"female",538,64,28,0,0,0,0,0,0
1427644,56,26,1957,3,"male",877,24,17,109,49,109,27,0,22
1427665,74,28,1939,5,"male",1303,416,342,3,5,3,2,0,3
1427674,39,21,1974,4,"male",844,12,8,0,1,0,1,0,0
1427680,57,4,1956,1,"female",1618,48,17,18,11,17,6,1,5
1427686,37,30,1976,9,"male",617,57,28,20,27,20,12,0,15
1427707,38,11,1975,10,"male",156,71,47,838,343,838,193,0,150
1427765,28,26,1985,11,"male",347,71,61,3,1,3,1,0,0
1427823,27,10,1986,10,"female",433,549,372,26,231,26,220,0,11
1427837,26,11,1987,12,"male",575,24,16,0,0,0,0,0,0
1427872,20,13,1993,9,"male",620,382,250,0,1,0,0,0,1
1427876,17,1,1996,1,"male",465,0,0,0,0,0,0,0,0
1427879,55,29,1958,9,"male",860,151,71,273,393,137,233,136,160
1427880,26,1,1987,1,"female",216,79,65,349,117,349,112,0,5
1427886,15,1,1998,4,"male",370,510,331,2,0,2,0,0,0
1427900,29,12,1984,1,"female",503,66,29,179,175,178,113,1,62
1427927,18,16,1995,8,"male",248,166,129,5,10,5,4,0,6
1427928,14,20,1999,9,"female",71,513,109,42,289,40,233,2,56
1427948,20,10,1993,5,"female",270,196,70,117,115,117,52,0,63
1427962,63,2,1950,4,"male",1979,122,59,5,81,4,62,1,19
1427978,32,4,1981,4,"male",1009,86,37,44,10,44,10,0,0
1427991,14,3,1999,3,"female",149,324,261,655,120,655,116,0,4
1428006,21,15,1992,2,"female",637,327,118,140,113,140,109,0,4
1428051,59,24,1954,7,"male",1272,66,31,1,1,1,1,0,0
1428052,18,1,1995,9,"female",332,112,97,150,191,128,143,22,48
1428053,20,12,1993,11,"female",72,90,85,15,19,15,14,0,5
1428058,63,13,1950,10,"female",465,94,48,37,46,0,11,37,35
1428064,21,10,1992,10,"male",532,240,185,0,0,0,0,0,0
1428081,27,8,1986,10,"male",813,117,51,1,2,1,2,0,0
1428084,77,12,1936,3,"female",314,18,5,59,1,59,0,0,1
1428092,16,15,1997,5,"male",230,150,102,0,0,0,0,0,0
1428103,47,15,1966,8,"female",515,70,13,0,0,0,0,0,0
1428110,19,18,1994,11,"male",456,883,682,26,74,17,52,9,22
1428111,18,16,1995,5,"male",285,116,85,21,5,21,5,0,0
1428113,61,18,1952,10,"male",458,233,211,17,128,0,15,17,113
1428132,19,13,1994,6,"male",14,15,8,0,0,0,0,0,0
1428136,17,18,1996,7,"male",407,32,29,12,14,1,1,11,13
1428153,31,30,1982,7,"male",1058,168,127,5,16,2,15,3,1
1428159,51,26,1962,5,"female",668,1,0,0,0,0,0,0,0
1428161,33,18,1980,6,"male",151,18,9,0,0,0,0,0,0
1428175,29,21,1984,12,"female",1419,105,58,164,159,46,107,118,52
1428191,21,23,1992,7,"male",330,174,136,60,220,55,93,5,127
1428192,40,6,1973,12,"female",336,9,8,0,0,0,0,0,0
1428212,35,21,1978,3,"male",225,13,10,19,3,19,3,0,0
1428214,19,26,1994,6,"male",336,146,88,31,15,31,9,0,6
1428233,19,13,1994,3,"male",194,30,24,0,0,0,0,0,0
1428263,31,1,1982,9,"male",483,48,19,10,27,6,15,4,12
1428264,14,6,1999,7,"male",245,40,22,3,0,3,0,0,0
1428312,39,13,1974,12,"male",283,30,5,0,1,0,1,0,0
1428333,30,13,1983,3,"male",297,2,1,0,0,0,0,0,0
1428344,43,2,1970,2,"female",649,4,2,0,0,0,0,0,0
1428378,33,27,1980,12,"female",342,19,12,0,0,0,0,0,0
1428379,73,6,1940,12,"male",1168,54,21,0,0,0,0,0,0
1428382,101,19,1912,9,"male",737,163,102,279,59,0,32,279,27
1428399,19,17,1994,2,"male",89,26,16,17,3,17,3,0,0
1428412,14,29,1999,3,"male",14,11,11,35,1,0,0,35,1
1428430,27,18,1986,8,"female",389,79,66,13,3,13,3,0,0
1428440,20,20,1993,5,"male",203,12,7,0,1,0,1,0,0
1428449,94,20,1919,11,"male",768,194,129,17,14,10,8,7,6
1428473,28,25,1985,10,"male",482,82,60,28,6,26,5,2,1
1428477,69,13,1944,12,"female",159,5,4,0,0,0,0,0,0
1428478,21,16,1992,2,"female",237,75,41,10,12,10,10,0,2
1428539,17,1,1996,1,"male",28,142,142,35,7,35,7,0,0
1428551,16,10,1997,5,"male",615,107,62,5,0,5,0,0,0
1428572,29,15,1984,3,"male",397,128,78,64,145,64,84,0,61
1428574,23,22,1990,8,"male",356,105,55,3,5,0,0,3,5
1428586,25,8,1988,3,"male",161,37,25,49,3,49,3,0,0
1428620,21,19,1992,6,"male",322,721,592,64,14,59,11,5,3
1428656,46,17,1967,1,"female",945,226,142,60,176,31,144,29,32
1428657,37,9,1976,1,"male",740,8,2,0,0,0,0,0,0
1428665,16,16,1997,5,"male",204,49,39,0,22,0,11,0,11
1428667,19,1,1994,3,"male",314,214,107,7,4,0,3,7,1
1428694,21,22,1992,5,"female",233,59,42,1,1,0,0,1,1
1428708,43,29,1970,6,"male",177,3,2,0,0,0,0,0,0
1428743,58,29,1955,10,"female",1888,133,80,618,278,571,167,47,111
1428745,21,15,1992,7,"male",603,127,106,7,0,7,0,0,0
1428751,67,17,1946,6,"female",443,89,65,17,14,1,10,16,4
1428775,25,8,1988,8,"male",608,136,106,0,10,0,8,0,2
1428787,24,7,1989,5,"female",134,61,41,37,1,37,1,0,0
1428818,23,3,1990,3,"female",552,650,460,17,8,17,7,0,1
1428841,23,4,1990,7,"male",361,401,316,543,170,0,115,543,55
1428850,26,30,1987,5,"male",383,39,29,0,0,0,0,0,0
1428901,23,23,1990,1,"female",293,0,0,0,0,0,0,0,0
1428902,50,21,1963,10,"female",391,38,26,36,56,3,23,33,33
1428924,31,30,1982,5,"male",1171,331,148,21,11,7,2,14,9
1428950,17,20,1996,9,"male",414,461,427,37,3,0,3,37,0
1428973,18,27,1995,3,"male",286,847,735,78,409,78,255,0,154
1428994,29,20,1984,3,"male",456,49,17,0,10,0,4,0,6
1429000,14,6,1999,7,"male",42,27,25,24,6,24,6,0,0
1429043,65,1,1948,11,"male",1881,144,10,5,13,5,13,0,0
1429068,36,14,1977,9,"female",19,35,11,2,3,2,2,0,1
1429085,31,15,1982,1,"female",1513,111,45,1484,1629,839,1152,645,477
1429087,19,9,1994,7,"male",713,585,389,253,259,152,23,101,236
1429098,15,7,1998,4,"female",469,2397,510,2065,1489,2027,1109,38,380
1429105,25,9,1988,6,"male",414,248,173,83,73,79,45,4,28
1429139,66,6,1947,11,"male",1335,175,124,43,23,21,12,22,11
1429170,24,9,1989,9,"male",715,210,119,40,33,23,16,17,17
1429173,15,10,1998,2,"male",509,652,256,388,863,193,646,195,217
1429176,24,21,1989,8,"male",763,117,53,1,0,1,0,0,0
1429186,56,22,1957,7,"female",357,29,21,0,0,0,0,0,0
1429211,23,29,1990,3,"male",253,145,95,0,6,0,4,0,2
1429227,23,28,1990,11,"male",296,132,117,14,3,0,1,14,2
1429236,29,26,1984,11,"male",486,77,63,1,0,0,0,1,0
1429244,18,12,1995,6,"male",121,118,99,49,27,49,8,0,19
1429251,22,5,1991,6,"female",555,26,17,0,6,0,3,0,3
1429268,18,28,1995,4,"male",690,190,111,0,3,0,0,0,3
1429291,18,11,1995,10,"male",655,745,399,16,17,4,5,12,12
1429305,32,31,1981,12,"female",327,52,23,8,0,5,0,3,0
1429308,46,6,1967,5,"male",508,8,3,4,0,4,0,0,0
1429312,65,26,1948,5,"male",66,8,4,2,3,0,2,2,1
1429321,17,14,1996,8,"male",453,124,94,34,0,0,0,34,0
1429349,39,23,1974,7,"male",145,47,44,7,0,7,0,0,0
1429353,37,26,1976,11,"female",523,56,25,253,164,191,90,62,74
1429366,55,12,1958,12,"male",809,15,7,1,2,1,2,0,0
1429384,47,7,1966,11,"female",177,38,25,8,0,8,0,0,0
1429390,22,1,1991,1,"male",67,18,13,0,0,0,0,0,0
1429424,43,27,1970,1,"male",984,246,175,0,26,0,24,0,2
1429457,67,16,1946,3,"male",191,30,9,0,0,0,0,0,0
1429485,18,2,1995,9,"female",629,376,205,566,570,347,294,219,276
1429515,29,1,1984,5,"male",60,15,15,1,0,1,0,0,0
1429527,19,19,1994,3,"female",330,672,350,1037,1339,168,301,869,1038
1429541,23,3,1990,5,"female",690,154,35,0,0,0,0,0,0
1429563,20,29,1993,1,"male",147,64,20,93,124,93,54,0,70
1429597,19,17,1994,12,"male",144,38,18,1,3,1,2,0,1
1429598,17,13,1996,12,"male",260,219,143,209,47,167,33,42,14
1429600,29,15,1984,12,"female",73,6,6,0,0,0,0,0,0
1429606,21,6,1992,12,"male",629,213,160,2,1,1,1,1,0
1429625,16,17,1997,3,"female",691,509,74,0,4,0,4,0,0
1429635,17,27,1996,8,"male",424,190,151,55,63,55,24,0,39
1429647,20,21,1993,12,"male",770,117,72,39,23,0,12,39,11
1429672,22,21,1991,11,"male",626,120,75,80,9,79,9,1,0
1429680,19,26,1994,3,"male",444,128,83,7,0,0,0,7,0
1429692,28,22,1985,1,"male",805,45,39,0,0,0,0,0,0
1429742,25,8,1988,8,"female",413,14,14,5,2,5,2,0,0
1429764,37,26,1976,1,"male",475,10,8,157,16,157,14,0,2
1429769,38,22,1975,9,"female",1724,5,5,4,40,3,38,1,2
1429773,34,8,1979,3,"female",170,2,2,18,8,18,7,0,1
1429778,40,12,1973,1,"female",174,29,18,37,19,37,17,0,2
1429804,19,13,1994,6,"female",517,216,20,3,35,3,29,0,6
1429809,22,1,1991,2,"male",147,1,1,1,0,0,0,1,0
1429817,15,26,1998,2,"female",150,191,85,13,25,9,18,4,7
1429831,29,16,1984,11,"female",63,106,99,2,1,1,0,1,1
1429837,31,22,1982,5,"female",2152,620,360,469,752,188,306,281,446
1429846,52,12,1961,6,"female",392,30,23,1486,554,1486,173,0,381
1429867,14,2,1999,7,"male",359,104,70,57,9,57,5,0,4
1429876,32,6,1981,4,"male",1120,2694,1105,3,38,3,33,0,5
1429910,18,15,1995,9,"female",667,1162,329,10762,11783,6669,6630,4093,5153
1429916,24,15,1989,7,"male",5,4,4,0,0,0,0,0,0
1429922,18,21,1995,7,"male",28,1,1,0,0,0,0,0,0
1429927,47,7,1966,9,"female",186,26,20,13,37,13,27,0,10
1430015,44,1,1969,6,"male",507,92,48,2,4,0,4,2,0
1430027,48,24,1965,12,"female",272,20,6,169,38,0,26,169,12
1430056,19,18,1994,10,"male",366,18,14,3,3,3,3,0,0
1430076,18,22,1995,11,"male",759,2,2,0,0,0,0,0,0
1430096,21,20,1992,9,"female",279,130,93,0,0,0,0,0,0
1430109,21,29,1992,7,"male",421,9,6,0,0,0,0,0,0
1430111,42,3,1971,5,"male",195,2,2,0,0,0,0,0,0
1430175,17,4,1996,10,"female",472,844,538,496,297,496,265,0,32
1430180,23,1,1990,1,"female",506,1,1,2,1,2,1,0,0
1430183,23,17,1990,8,"male",490,552,472,26,58,26,40,0,18
1430221,37,20,1976,11,"male",614,491,319,338,1368,332,1250,6,118
1430237,23,7,1990,6,"male",121,31,17,15,5,15,4,0,1
1430239,25,25,1988,5,"male",489,0,0,0,0,0,0,0,0
1430267,68,3,1945,8,"male",573,659,434,258,189,258,179,0,10
1430288,20,29,1993,11,"female",199,238,171,712,314,617,159,95,155
1430307,21,19,1992,3,"female",550,373,147,68,129,49,35,19,94
1430313,103,28,1910,5,"male",72,22,15,5,4,5,4,0,0
1430316,30,27,1983,1,"male",206,0,0,0,0,0,0,0,0
1430390,17,10,1996,5,"male",119,5,4,0,0,0,0,0,0
1430427,34,22,1979,7,"male",92,92,89,1,0,1,0,0,0
1430448,61,5,1952,8,"female",904,64,27,41,8,0,0,41,8
1430458,65,22,1948,4,"female",1496,104,15,115,39,14,17,101,22
1430478,108,1,1905,1,"male",1734,58,23,28,10,3,7,25,3
1430507,21,7,1992,1,"male",431,49,30,48,9,48,8,0,1
1430524,19,30,1994,5,"male",42,80,73,58,102,30,58,28,44
1430544,36,20,1977,4,"male",303,25,21,49,0,24,0,25,0
1430583,102,2,1911,4,"female",833,1765,506,356,2065,356,1387,0,678
1430616,39,17,1974,8,"female",422,61,33,0,9,0,3,0,6
1430639,47,24,1966,10,"male",855,85,28,56,84,0,9,56,75
1430694,41,27,1972,11,"male",456,34,14,4,6,4,4,0,2
1430696,52,30,1961,12,"female",1525,78,36,42,86,42,39,0,47
1430699,24,15,1989,7,"male",142,1,0,0,0,0,0,0,0
1430703,13,3,2000,5,"female",111,271,214,14,2,11,0,3,2
1430725,65,19,1948,9,"male",1093,30,13,0,0,0,0,0,0
1430786,19,25,1994,11,"female",206,338,160,785,729,755,240,30,489
1430792,20,28,1993,3,"male",422,219,188,0,0,0,0,0,0
1430801,19,25,1994,5,"male",600,492,360,211,210,127,187,84,23
1430802,17,24,1996,11,"male",732,1,1,0,0,0,0,0,0
1430829,94,20,1919,10,"female",163,167,113,0,1,0,1,0,0
1430832,63,22,1950,3,"female",299,147,103,35,94,0,34,35,60
1430848,18,12,1995,5,"male",797,1081,715,167,71,0,30,167,41
1430853,27,8,1986,5,"male",5,0,0,2,0,2,0,0,0
1430882,47,25,1966,8,"male",457,684,587,44,49,23,30,21,19
1430946,36,1,1977,10,"male",412,275,153,7,1,7,1,0,0
1430960,25,16,1988,7,"male",500,310,149,4,10,4,9,0,1
1430983,72,11,1941,2,"male",575,5,3,2,0,2,0,0,0
1430984,26,10,1987,5,"male",543,574,460,124,42,124,32,0,10
1430987,27,3,1986,1,"male",22,0,0,0,2,0,2,0,0
1430990,17,29,1996,2,"female",291,33,26,1,0,1,0,0,0
1431046,52,20,1961,5,"male",780,78,19,1,37,0,14,1,23
1431060,17,5,1996,4,"male",0,0,0,0,0,0,0,0,0
1431070,65,7,1948,9,"male",1073,99,53,54,60,54,40,0,20
1431078,28,1,1985,3,"male",322,17,15,1,10,1,7,0,3
1431110,61,17,1952,4,"male",559,4,3,0,0,0,0,0,0
1431113,18,4,1995,2,"female",34,30,28,289,211,250,134,39,77
1431122,37,24,1976,1,"female",281,69,45,112,41,111,33,1,8
1431142,25,4,1988,5,"male",356,43,32,36,1,36,1,0,0
1431179,51,6,1962,2,"female",342,9,7,5,0,4,0,1,0
1431211,46,7,1967,6,"male",338,77,32,173,28,147,23,26,5
1431233,23,17,1990,11,"male",577,96,49,70,76,70,26,0,50
1431245,69,5,1944,7,"male",1021,8,4,2,68,0,28,2,40
1431254,31,5,1982,5,"male",476,490,414,0,0,0,0,0,0
1431283,30,4,1983,6,"female",379,301,227,740,306,740,104,0,202
1431293,16,17,1997,11,"female",196,227,120,944,452,641,369,303,83
1431309,21,28,1992,1,"female",754,210,93,78,57,56,27,22,30
1431336,56,5,1957,10,"female",230,92,60,56,11,53,1,3,10
1431352,49,27,1964,1,"female",482,49,13,33,4,0,0,33,4
1431354,49,28,1964,11,"male",492,38,30,418,15,0,13,418,2
1431374,18,29,1995,3,"male",193,77,67,3,0,2,0,1,0
1431381,22,21,1991,2,"male",416,328,300,22,23,6,10,16,13
1431418,31,11,1982,3,"female",512,52,15,2,17,1,11,1,6
1431462,28,25,1985,11,"female",530,15,6,0,0,0,0,0,0
1431473,32,25,1981,9,"male",416,70,41,0,0,0,0,0,0
1431487,46,4,1967,8,"female",1332,42,14,12,23,12,18,0,5
1431505,65,18,1948,6,"female",1699,81,48,1281,424,8,221,1273,203
1431519,34,9,1979,2,"female",376,381,313,427,586,338,250,89,336
1431531,21,7,1992,3,"female",931,5,5,1,1,0,1,1,0
1431539,84,23,1929,4,"female",2352,134,85,50,54,50,30,0,24
1431572,30,4,1983,7,"female",880,295,171,24,67,24,62,0,5
1431573,105,15,1908,8,"male",454,138,53,0,0,0,0,0,0
1431583,64,7,1949,2,"male",1783,83,21,82,62,2,26,80,36
1431584,22,22,1991,5,"male",122,64,54,2,0,2,0,0,0
1431586,75,19,1938,10,"male",764,17,5,0,0,0,0,0,0
1431606,55,2,1958,5,"male",272,24,11,0,0,0,0,0,0
1431611,46,1,1967,1,"male",57,22,22,4,2,4,2,0,0
1431620,65,2,1948,10,"female",978,59,22,12,32,11,9,1,23
1431643,18,17,1995,8,"male",125,153,1,4,20,0,15,4,5
1431654,14,14,1999,9,"female",179,335,213,46,77,19,12,27,65
1431672,19,31,1994,7,"male",477,240,75,27,27,27,26,0,1
1431673,61,26,1952,11,"female",1761,89,37,195,6,168,2,27,4
1431674,53,6,1960,10,"female",689,184,59,10,10,9,0,1,10
1431682,65,20,1948,11,"male",622,14,9,1,0,0,0,1,0
1431684,16,4,1997,10,"male",21,52,38,5,2,5,2,0,0
1431705,44,16,1969,8,"male",500,47,34,1,3,0,1,1,2
1431708,18,25,1995,7,"male",574,119,36,0,0,0,0,0,0
1431715,56,1,1957,1,"male",497,4,1,3,0,3,0,0,0
1431741,30,6,1983,5,"female",277,317,271,7,12,7,8,0,4
1431753,27,16,1986,12,"female",375,183,76,0,0,0,0,0,0
1431773,26,1,1987,1,"male",417,18,13,3,0,3,0,0,0
1431786,40,8,1973,12,"female",261,1,1,4,2,4,1,0,1
1431788,45,10,1968,10,"male",197,57,41,0,0,0,0,0,0
1431830,25,7,1988,10,"female",385,253,174,225,82,225,71,0,11
1431874,24,11,1989,7,"female",462,199,107,0,22,0,1,0,21
1431904,15,13,1998,9,"male",261,171,62,603,356,125,175,478,181
1431908,100,28,1913,12,"male",1723,524,138,116,399,104,265,12,134
1431942,77,25,1936,7,"male",987,33,15,0,0,0,0,0,0
1431950,18,21,1995,9,"female",295,203,92,159,261,127,187,32,74
1431951,22,23,1991,2,"male",639,152,141,8,4,0,1,8,3
1431955,14,14,1999,10,"female",123,535,325,24,173,24,122,0,51
1431969,38,4,1975,2,"male",496,8,8,0,0,0,0,0,0
1432020,53,10,1960,8,"female",1650,54,32,729,124,158,17,571,107
1432030,56,17,1957,11,"female",904,46,18,0,0,0,0,0,0
1432049,15,10,1998,8,"male",28,67,65,0,0,0,0,0,0
1432080,23,25,1990,12,"male",194,79,68,0,0,0,0,0,0
1432110,20,10,1993,2,"male",817,121,73,2,1,2,1,0,0
1432134,49,28,1964,5,"female",218,2,2,22,2,0,0,22,2
1432135,69,8,1944,12,"female",1640,234,130,327,80,282,41,45,39
1432136,19,10,1994,10,"male",274,146,88,1,10,1,8,0,2
1432163,26,14,1987,7,"male",203,77,41,117,52,117,49,0,3
1432172,34,30,1979,12,"male",1003,318,155,42,40,42,33,0,7
1432194,24,18,1989,10,"female",432,7,5,0,0,0,0,0,0
1432216,56,14,1957,9,"female",1066,31,22,4,3,4,3,0,0
1432219,21,2,1992,4,"male",400,239,125,308,530,147,400,161,130
1432222,71,6,1942,3,"female",368,46,40,81,8,0,5,81,3
1432225,17,19,1996,1,"male",480,273,232,50,37,25,16,25,21
1432271,20,2,1993,1,"male",135,17,16,0,1,0,1,0,0
1432310,22,17,1991,6,"male",2313,354,135,0,0,0,0,0,0
1432313,60,9,1953,12,"male",585,224,107,115,364,0,111,115,253
1432320,64,2,1949,11,"male",47,14,8,4,0,3,0,1,0
1432324,19,28,1994,7,"male",385,321,179,27,42,27,41,0,1
1432335,28,12,1985,12,"female",249,12,11,0,1,0,0,0,1
1432351,52,7,1961,10,"female",619,44,30,99,173,1,73,98,100
1432355,18,10,1995,1,"male",291,345,297,41,0,8,0,33,0
1432357,26,6,1987,5,"male",353,280,188,506,100,506,65,0,35
1432362,27,22,1986,10,"male",759,231,163,0,0,0,0,0,0
1432395,75,12,1938,4,"female",312,32,14,5,0,5,0,0,0
1432403,55,10,1958,10,"female",960,60,45,266,105,259,81,7,24
1432423,25,3,1988,7,"male",518,234,198,0,0,0,0,0,0
1432425,42,23,1971,10,"female",312,31,25,13,1,13,0,0,1
1432460,49,6,1964,4,"female",116,13,9,2,0,2,0,0,0
1432467,25,7,1988,7,"female",694,1,1,21,8,21,8,0,0
1432469,63,12,1950,12,"female",135,26,21,18,105,18,48,0,57
1432480,19,13,1994,10,"male",437,1452,1066,46,61,46,28,0,33
1432486,47,13,1966,1,"male",696,184,130,37,8,37,3,0,5
1432520,53,1,1960,1,"male",20,0,0,0,0,0,0,0,0
1432534,21,22,1992,11,"male",273,12,11,0,0,0,0,0,0
1432535,65,3,1948,5,"male",1075,62,24,27,38,27,15,0,23
1432590,18,7,1995,2,"male",65,47,34,0,2,0,0,0,2
1432601,18,10,1995,10,"male",387,270,205,24,21,3,10,21,11
1432626,16,24,1997,3,"male",632,739,439,74,204,20,65,54,139
1432629,18,22,1995,11,"female",241,28,27,6,6,6,4,0,2
1432686,28,20,1985,10,"male",358,34,29,0,3,0,2,0,1
